Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ,-9999
2009,3,Bradley Fletcher,66,DB,2015,0,0,3,24,73,0,0,0,0,0,,,0,,,0,8,1.0,Iowa,FletBr99
2009,4,Darell Scott,103,DT,2011,0,0,0,5,33,0,0,0,0,0,,,0,,,0,,,Clemson,ScotDo99
2009,5,Brooks Foster,160,WR,,0,0,0,,,,,,,,,,,,,,,,North Carolina,FostBr00
2009,6,Keith Null,196,QB,2009,0,0,0,1,4,73,119,566,3,9,5,6,0,,,0,,,West Texas A&M,NullKe00
2009,7,Chris Ogbonnaya,211,RB,2014,0,0,1,7,53,0,0,0,0,0,158,710,2,96,714,2,,,Texas,OgboCh00
2008,1,Chris Long,2,DE,2018,0,0,6,48,162,0,0,0,0,0,,,0,,,0,,70.0,Virginia,LongCh99
2008,2,Donnie Avery,33,WR,2014,0,0,4,21,77,0,0,0,0,0,20,114,1,218,2861,14,,,Houston,AverDo00
2008,3,John Greco,65,T,2018,0,0,5,29,132,0,0,0,0,0,,,0,,,0,,,Toledo,GrecJo20
2008,4,Justin King,101,DB,2012,0,0,1,9,38,0,0,0,0,0,,,0,,,0,1,1.0,Penn St.,KingJu99
2008,4,Keenan Burton,128,WR,2009,0,0,1,3,22,0,0,0,0,0,3,8,0,38,425,1,,,Kentucky,BurtKe00
2008,5,Roy Schuening,157,G,2008,0,0,0,0,1,0,0,0,0,0,,,0,,,0,,,Oregon St.,SchuRo20
2008,7,Chris Chamberlain,228,DB,2011,0,0,1,11,59,0,0,0,0,0,,,0,,,0,1,2.0,Tulsa,ChamCh99
2008,7,David Vobora,252,LB,2011,0,0,1,8,40,0,0,0,0,0,,,0,,,0,,2.0,Idaho,VoboDa99
2007,1,Adam Carriker,13,DE,2012,0,0,3,22,65,0,0,0,0,0,,,0,,,0,,9.0,Nebraska,CarrAd99
2007,2,Brian Leonard,52,RB,2014,0,0,0,11,88,0,0,0,0,0,221,828,0,143,1008,1,,,Rutgers,LeonBr00
2007,3,Jonathan Wade,84,DB,2011,0,0,0,7,61,0,0,0,0,0,,,0,,,0,2,,Tennessee,WadeJo99
2007,5,Dustin Fry,139,C,2007,0,0,0,0,4,0,0,0,0,0,,,0,,,0,,,Clemson,FryxDu20
2007,5,Clifton Ryan,154,DT,2010,0,0,2,13,49,0,0,0,0,0,,,0,,,0,,3.0,Michigan St.,RyanCl99
2007,6,Ken Shackleford,190,T,,0,0,0,,,,,,,,,,,,,,,,Georgia,-9999
2007,7,Keith Jackson,248,DT,,0,0,0,,,,,,,,,,,,,,,,Arkansas,-9999
2007,7,Derek Stanley,249,WR,2009,0,0,0,1,15,0,0,0,0,0,2,5,0,6,119,1,,,Wisconsin–Whitewater,StanDe00
2006,1,Tye Hill,15,DB,2010,0,0,0,9,40,0,0,0,0,0,,,0,,,0,5,,Clemson,HillTy20
2006,2,Joe Klopfenstein,46,TE,2009,0,0,3,3,49,0,0,0,0,0,,,0,34,397,2,,,Colorado,KlopJo00
2006,3,Claude Wroten,68,DT,2007,0,0,0,2,26,0,0,0,0,0,,,0,,,0,,1.5,LSU,WrotCl20
2006,3,Jon Alston,77,LB,2009,0,0,0,5,39,0,0,0,0,0,1,22,0,,,0,,,Stanford,AlstJo20
2006,3,Dominique Byrd,93,TE,2011,0,0,0,0,17,0,0,0,0,0,,,0,6,83,1,,,USC,ByrdDo00
2006,4,Victor Adeyanju,113,DE,2009,0,0,2,13,53,0,0,0,0,0,,,0,,,0,,3.0,Indiana,AdeyVi20
2006,5,Marques Hagans,144,WR,2008,0,0,0,1,6,1,1,5,0,0,3,-2,0,9,108,0,,,Virginia,HagaMa00
2006,7,Tim McGarigle,221,LB,2007,0,0,0,1,12,0,0,0,0,0,,,0,,,0,,,Northwestern,McGaTi99
2006,7,Mark Setterstrom,242,G,2009,0,0,0,5,19,0,0,0,0,0,,,0,,,0,,,Minnesota,SettMa20
2006,7,Tony Palmer,243,G,2007,0,0,0,0,8,0,0,0,0,0,,,0,,,0,,,Missouri,PalmTo21
2005,1,Alex Barron,19,T,2010,0,0,5,27,87,0,0,0,0,0,,,0,,,0,,,Florida St.,BarrAl20
2005,2,Ron Bartell,50,DB,2012,0,0,4,25,96,0,0,0,0,0,,,0,,,0,8,2.0,Howard,BartRo20
2005,3,O.J. Atogwe,66,DB,2011,0,0,6,34,101,0,0,0,0,0,,,0,,,0,25,5.5,Stanford,AtogO.20
2005,3,Richie Incognito,81,G,2020,0,4,10,62,164,0,0,0,0,0,,,0,,,0,,,Oregon,IncoRi20
2005,4,Jerome Carter,117,DB,2007,0,0,0,3,33,0,0,0,0,0,,,0,,,0,2,,Florida St.,CartJe20
2005,4,Claude Terrell,134,G,2007,0,0,1,6,20,0,0,0,0,0,,,0,,,0,,,New Mexico,TerrCl20
2005,5,Jerome Collins,144,TE,2005,0,0,0,0,3,0,0,0,0,0,,,0,,,0,,,Notre Dame,CollJe00
2005,6,Dante Ridgeway,192,WR,2005,0,0,0,0,8,0,0,0,0,0,,,0,2,26,0,,,Ball St.,RidgDa00
2005,6,Reggie Hodges,210,P,2012,0,0,0,5,64,0,0,0,0,0,2,68,0,,,0,,,Ball St.,HodgRe20
2005,7,Ryan Fitzpatrick,250,QB,2021,0,0,10,78,166,3072,5060,34990,223,169,574,2625,21,3,-3,0,,,Harvard,FitzRy00
2005,7,Madison Hedgecock,251,FB,2010,0,0,4,2,84,0,0,0,0,0,3,2,0,37,233,2,,,North Carolina,HedgMa00
2004,1,Steven Jackson,24,RB,2015,0,3,10,75,160,1,1,2,1,0,2764,11438,69,461,3683,9,,,Oregon St.,JackSt00
2004,3,Anthony Hargrove,91,DE,2011,0,0,1,16,102,0,0,0,0,0,,,0,,,0,,19.5,Georgia Tech,HargAn20
2004,4,Brandon Chillar,130,LB,2010,0,0,2,22,97,0,0,0,0,0,,,0,,,0,1,8.5,UCLA,ChilBr20
2004,5,Jason Shivers,158,DB,2004,0,0,0,0,1,0,0,0,0,0,,,0,,,0,,,Arizona St.,ShivJa20
2004,6,Jeff Smoker,201,QB,,0,0,0,,,,,,,,,,,,,,,,Michigan St.,-9999
2004,7,Erik Jensen,237,TE,,0,0,0,,,,,,,,,,,,,,,,Iowa,-9999
2004,7,Larry Turner,238,C,2006,0,0,0,1,21,0,0,0,0,0,,,0,,,0,,,East. Kentucky,TurnLa20
2003,1,Jimmy Kennedy,12,DT,2011,0,0,2,16,92,0,0,0,0,0,,,0,,,0,,8.5,Penn St.,KennJi21
2003,2,Pisa Tinoisamoa,43,LB,2010,0,0,7,35,98,0,0,0,0,0,,,0,,,0,7,11.0,Hawaii,TinoPi20
2003,3,Kevin Curtis,74,WR,2010,0,0,3,25,81,0,0,0,0,0,9,39,1,253,3297,20,,,Utah St.,CurtKe00
2003,4,Shaun McDonald,106,WR,2009,0,0,1,19,88,0,0,0,0,0,11,16,0,220,2490,11,,,Arizona St.,McDoSh00
2003,4,DeJuan Groce,107,DB,2006,0,0,1,10,54,0,0,0,0,0,,,0,,,0,3,,Nebraska,GrocDe20
2003,5,Dan Curley,148,FB,2003,0,0,0,0,1,0,0,0,0,0,,,0,,,0,,,East. Washington,CurlDa20
2003,5,Shane Walton,170,DB,2003,0,0,0,0,4,0,0,0,0,0,,,0,,,0,,,Notre Dame,WaltSh20
2003,5,Kevin Garrett,172,DB,2006,0,0,0,2,24,0,0,0,0,0,,,0,,,0,,,SMU,GarrKe20
2003,6,Scott Tercero,184,G,2004,0,0,0,2,8,0,0,0,0,0,,,0,,,0,,,California,TercSc20
2003,7,Scott Shanle,251,LB,2012,0,0,7,41,133,0,0,0,0,0,,,0,,,0,3,9.0,Nebraska,ShanSc20
2003,7,Richard Angulo,254,TE,2008,0,0,0,2,27,0,0,0,0,0,,,0,17,155,1,,,Western New Mexico,AnguRi00
2002,1,Robert Thomas,31,LB,2008,0,0,5,21,84,0,0,0,0,0,,,0,,,0,1,2.0,UCLA,ThomRo20
2002,2,Travis Fisher,64,DB,2009,0,0,6,25,90,0,0,0,0,0,,,0,,,0,9,,Central Florida,FishTr20
2002,3,Lamar Gordon,84,RB,2006,0,0,0,9,41,0,0,0,0,0,226,774,3,62,490,2,,,North Dakota St.,GordLa00
2002,3,Eric Crouch,95,WR,,0,0,0,,,,,,,,,,,,,,,,Nebraska,-9999
2002,4,Travis Scott,130,G,,0,0,0,,,,,,,,,,,,,,,,Arizona St.,-9999
2002,5,Courtland Bullard,167,LB,2003,0,0,0,2,20,0,0,0,0,0,,,0,,,0,,,Ohio St.,BullCo20
2002,6,Steve Bellisari,205,QB,,0,0,0,,,,,,,,,,,,,,,,Ohio St.,-9999
2002,7,Chris Massey,243,RB,2011,0,0,0,13,141,0,0,0,0,0,1,-1,0,0,0,0,,,Marshall,MassCh00
2001,1,Damione Lewis,12,DT,2010,0,0,3,32,141,0,0,0,0,0,,,0,,,0,,23.5,Miami (FL),LewiDa20
2001,1,Adam Archuleta,20,DB,2007,0,0,7,31,103,0,0,0,0,0,,,0,,,0,4,18.0,Arizona St.,ArchAd20
